blind_id,model_id,precision,item_id,mode,row_sha256,source_book,task,gemini_label,glm_label,gemini_reason,glm_reason,glm_review_reason,gemini_reasoning_support,glm_reasoning_support,both_gradable,same_label
B01962,Qwen/Qwen3.8-27B,NF4,clinical_astra_b03_001,no_rag,bbb6471b9a6bf92e191e106e27f731d8fe386cc075e9fdc13b44414742cb7e76,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,incorrect,incorrect,"The response identifies non-restorative sleep instead of fatigue (or lack of energy/tiredness), which is the standard symptom construct classically distinguished from physiological sleep propensity (sleepiness) evaluated by the Epworth Sleepiness Scale.","The reference construct is fatigue/lack of energy, but the response asserts non-restorative sleep instead, materially contradicting the reference-based answer.",The mismatch is clear against the candidate reference; no ambiguity requires human review.,material_unsupported,material_unsupported,True,True
B01963,XHToken/Spark-X2.5-4B,BF16,clinical_astra_b04_002,with_rag,69767e158ac7f2fe5f4b20d4f38bfe863fce32d040c972f5b82b8c1c27ec86b5,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,The response identifies Obstructive Sleep Apnea (OSA) and explicitly notes in the explanation that the findings indicate severe OSA.,"The response identifies obstructive sleep apnea and explicitly notes the AHI of 47.9/hour indicates severe OSA, with predominantly obstructive events and CPAP response, matching the reference.",,supported,supported,True,True
B01964,microsoft/phi-4,NF4,clinical_astra_b01_004,no_rag,5b419498d539b3585df7a8e1e774b60377b0af99856fd26bb48c0ecfae26d9a2,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies sleep deprivation and sleep fragmentation related to infant care, matching the reference.","The response identifies postpartum sleep deprivation and fragmentation as the principal explanation, matching the reference and acceptable answer.",,supported,supported,True,True
B01965,google/gemma-3-12b-it,NF4,clinical_astra_b04_018,with_rag,b3c5477ed95353ca02743a6105a29c0c32fdc4f27dc8b09d030c5bd7ae7fe168,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,incorrect,incorrect,The response identifies the phenomenon as 'non-restorative sleep' rather than the correct clinical term 'sleep-state misperception' (or paradoxical insomnia).,"The reference answer is sleep-state misperception (paradoxical insomnia), defined by the large gap between perceived and objectively recorded sleep; the response instead asserts non-restorative sleep, which does not explain the discrepancy and conflicts with the reference.",The reference clearly identifies paradoxical insomnia; the response is wrong but resolvable without human review.,material_unsupported,material_unsupported,True,True
B01966,gemini-3.8-flash,API,clinical_astra_b02_015,with_rag,e4d9ba84e6ae9df0cbbaf78a04619ad0d97a5ea03e69eb595cbc881273d3db3e,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,correct,correct,"The response directly and accurately identifies the pattern as status dissociatus, matching the candidate reference.","Response identifies status dissociatus, matching the reference, and accurately describes coexistence of NREM and REM features.",,supported,supported,True,True
B01967,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b03_018,with_rag,445cde4b4462e288c7c2167124b5c2df18e65a52c8adaa1ea16f1f3b270147b0,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,The response correctly identifies Obstructive Sleep Apnea (OSA) as the sleep disorder contributing to the child's symptoms.,"Response identifies pediatric OSA as the disorder explaining school difficulties despite absent obvious sleepiness, consistent with the reference and PSG findings.",,supported,supported,True,True
B01968,microsoft/phi-4,BF16,clinical_astra_b01_010,no_rag,538c84475e9752a3acccfa068bc5eb52cc63bf91dfd8b4157237df8c18cf3a62,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,The response correctly identifies hot flashes (menopausal vasomotor symptoms) as the symptom-related explanation for the awakenings.,"The response directly identifies hot flashes (menopausal vasomotor symptoms) as the emphasized explanation for awakenings, matching the acceptable answer without contradiction.",,supported,supported,True,True
B01969,google/gemma-3-12b-it,BF16,clinical_astra_b03_003,no_rag,90382d92a2ecac080f5841a7e753fe4be9900b28b2ca0da8a0ca2d5e8dde7a17,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response identifies obstructive sleep apnea driven by underrecognized respiratory effort-related arousals (RERAs) that markedly elevate the RDI, which accurately captures the underlying sleep-disordered breathing process.","The response identifies obstructive sleep-disordered breathing with frequent RERAs (framed as OSA), matching the reference; RERAs and RDI are explicitly explained. Saying 'OSA' is an acceptable equivalent paraphrase of obstructive sleep-disordered breathing with RERAs in this context.",,supported,supported,True,True
B01970,google/gemma-4-12B-it,NF4,clinical_astra_b04_018,no_rag,2be74d51fc099a5c0c59c590f0ebb4292c740505bafe9a98c2d549a525f7eb94,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response correctly identifies the phenomenon as sleep state misperception, directly matching the reference answer.","The response directly identifies sleep state misperception (paradoxical insomnia), matching the reference and explaining the PSG vs perceived sleep discrepancy.","Answer matches the candidate key; the only issue is an ancillary etiological claim not established by the case, which does not change correctness.",supported,minor_unsupported,True,True
B01971,microsoft/phi-4,BF16,clinical_astra_b05_002,no_rag,6889fc44a10b894b73bb3744b0f24a09c2fb031cd7f6f8d05184b556db1763e1,Sleep Medicine Pearls (Pearls Series).pdf,diagnosis,partial,partial,"The response identifies obstructive sleep apnea (or sleep-disordered breathing) in REM sleep, but equivocates with central sleep apnea and omits the key component of obstructive hypoventilation indicated by the prolonged elevated end-tidal CO2.","The response recognizes REM-predominant obstructive sleep apnea with hypoventilation but equivocates by adding REM-related central sleep apnea, which flow limitation and sustained hypercapnia do not support, and omits the hypoventilation label. The essential answer (pediatric OSA) is partly present but muddied by an unsupported alternative.","The core diagnosis of pediatric OSA with sleep-related hypercapnia is identified, and the central apnea mention is an unsupported equivocation rather than an unsafe recommendation, so physician validation is not strictly required.",supported,minor_unsupported,True,True
B01972,google/gemma-4-12B-it,BF16,clinical_astra_b01_012,no_rag,090592a136c8b626d1bee845c9baa53391eedbbc91c4e84122bad8dd63893d5c,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response identifies Insomnia Disorder (psychophysiological insomnia), which is clinically equivalent and satisfies the target diagnosis of chronic insomnia disorder.","The response identifies insomnia disorder as the central problem, matching the reference 'Chronic insomnia disorder'; 'psychophysiological insomnia' is a compatible specifier consistent with the described fear of insomnia and prolonged time in bed.",No safety or reference-concordance concerns; answer aligns with the candidate key and excluded PSG disorders.,supported,supported,True,True
B01973,gpt-5.5-2026-04-23,API,clinical_astra_b01_012,no_rag,667166629aa1233b524940a31710bd14b107f7524fc766ac563134f8a1c31f00,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies chronic insomnia disorder (psychophysiologic insomnia) as the central clinical problem, matching the candidate reference and rationale.","The response identifies chronic insomnia disorder (psychophysiologic insomnia), matching the candidate reference and acceptable answers, with reasoning consistent with the vignette and PSG exclusions.",,supported,supported,True,True
B01974,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b02_014,with_rag,5c5bf68fdbabcf1e98ca1480faf1a32d6287b87883ff5869b0f7547b30f57c83,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,The response accurately identifies sleep terrors as the parasomnia described in the clinical scenario.,"The response identifies sleep terrors, matching the candidate reference and acceptable answers, with reasoning consistent with slow-wave sleep arousal and autonomic fear features.",Answer aligns with the reference; no safety or ambiguity concerns identified.,supported,supported,True,True
B01975,XHToken/Spark-X2.5-4B,BF16,clinical_astra_b06_003,no_rag,93fe95619f78e689da71993c74130c0dc9e1a566d323ac9bcb0be5c0ce438add,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,"The response accurately identifies the diagnosis as obstructive sleep apnea and the severity as moderate, fully matching the reference.","Response correctly identifies moderate OSA with AHI 23.3/hour, matching the reference, and appropriately notes normal BMI does not exclude it.",,supported,supported,True,True
B01976,meta-llama/Llama-3.1-8B-Instruct,NF4,clinical_astra_b03_001,no_rag,3aa1c6a26e288a2e030dd405ac8eb18dc38e81a1b0c92f051a79c0d32a5fad2e,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,incorrect,incorrect,"The response identifies excessive daytime sleepiness rather than fatigue (or lack of energy) as the construct to distinguish from physiological sleep propensity; physiological sleep propensity is excessive daytime sleepiness, which is measured by the Epworth scale.","The primary answer identifies 'excessive daytime sleepiness' as the construct to distinguish from sleep propensity, whereas the reference expects 'fatigue or lack of energy'; EDS is essentially synonymous with sleep propensity, so the answer inverts the distinction.",,material_unsupported,supported,True,True
B01977,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b02_004,no_rag,f439dd502fadefb804bb992fd065e7945594b771ba37843651e278a9096491cc,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,incorrect,incorrect,"The response fails to name the specific motor pattern (alternating limb muscle activation, or ALMA), merely repeating the descriptive stem text and incorrectly attributing it to Cheyne-Stokes respiration and sleep apnea.","The response never names the pattern (ALMA / Alternating Limb Muscle Activation), instead restating the description and misattributing it to sleep apnea and Cheyne-Stokes respiration, contradicting the reference rationale.","The response is materially wrong but not ambiguous; the reference clearly supports ALMA, so no review flag is needed.",material_unsupported,material_unsupported,True,True
B01978,google/gemma-4-12B-it,NF4,clinical_astra_b03_003,with_rag,fe159d3162400f22b0ff6f2516db5747e628043ef9dafdf9fe96c75e582c6e43,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,Upper Airway Resistance Syndrome (UARS) is the classic clinical term describing obstructive sleep-disordered breathing predominantly characterized by frequent respiratory effort-related arousals without significant apneas/hypopneas.,"The response identifies obstructive sleep-disordered breathing with frequent RERAs, expressed as UARS, which is semantically equivalent to the reference answer and explains the fragmented sleep via the elevated RDI.",,supported,supported,True,True
B01979,XHToken/Spark-X2.5-4B,NF4,clinical_astra_b03_017,with_rag,d2d40a373692ca9a3497d540c5b2e8f02bda72c99a5ba49ddf36f8d7c0c9125a,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,The response accurately identifies shift work disorder as the diagnosis matching the patient's symptoms and work schedule.,"The answer names shift work disorder, matching the reference and the case pattern of sleepiness during the night shift and insomnia during daytime sleep after a schedule change.","No unresolved reference or safety concern; the only flag is an uncited appeal to ICSD-3-TR criteria, which does not alter the correct primary answer.",supported,minor_unsupported,True,True
B01980,google/gemma-3-27b-it,NF4,clinical_astra_b05_015,no_rag,97e3d0938385a13cf2c4e25c20e896d23868eebaf1ef186cf30f1998697a39db,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies Juvenile Myoclonic Epilepsy (JME), which matches the reference standard.","The response directly answers Juvenile Myoclonic Epilepsy (JME), matching the reference, and the explanation correctly ties morning-predominant myoclonic jerks with a generalized tonic-clonic seizure in an adolescent to JME.",,supported,supported,True,True
B01981,Qwen/Qwen3.8-27B,BF16,clinical_astra_b05_020,no_rag,a2a59590212deed117e7eb5b3a52b5997d15d47ad5ffa58b1f04685e1ce1ce1c,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies Shift Work Sleep Disorder, matching the acceptable answers and clinical rationale provided.","Response identifies shift work sleep disorder, matching the reference and acceptable answers, and correctly notes criteria not yet fully established.",,supported,supported,True,True
B01982,microsoft/phi-4,NF4,clinical_astra_b05_016,with_rag,dff1ba4327e875b2cde6323975041e5413b6193b8bd5e27edf6286cf0e4a512d,Sleep Medicine Pearls (Pearls Series).pdf,clinical_interpretation,correct,correct,"The response accurately identifies the maintaining behavioral mechanism as a sleep-onset association (or sleep-onset association disorder/dependence), matching the candidate reference.","The response directly identifies a sleep-onset association disorder, matching the reference's caregiver-mediated sleep-onset association, including the requirement that the same conditions be recreated after nighttime awakenings.",The core answer is well supported; the ancillary attribution to inadequate limit setting conflates a different behavioral insomnia subtype but does not change the primary answer.,supported,minor_unsupported,True,True
B01983,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b05_018,no_rag,d04197795ab097ae7840568435157f76b1151757ddeeaf5502f22d89364ba2c4,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,incorrect,invalid_judge_output,"The response identifies Non-24-Hour Sleep-Wake Disorder instead of the correct diagnosis, Advanced Sleep-Wake Phase Disorder.",,,material_unsupported,not_assessable,False,False
B01984,google/gemma-4-12B-it,BF16,clinical_astra_b05_006,with_rag,f2e77822721bb9911186cd3d5f44ab85c8a1f0e9d5406c7814117484be0ff3d7,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,The response accurately identifies impulse control disorder associated with pramipexole (a dopamine agonist).,"The response identifies an impulse-control disorder from pramipexole (a dopamine agonist) dose increase, matching the reference answer and its qualifiers.",,supported,supported,True,True
B01985,meta-llama/Llama-3.1-8B-Instruct,NF4,clinical_astra_b06_002,no_rag,fca40aab443bdc047394615562e2fee15eb90b3b1be44b7570ea9fdb8adb8c51,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,incorrect,incorrect,"The response incorrectly identifies the condition as Brugada Syndrome or a short QT variant rather than congenital long QT syndrome type 2, and devolves into a repetitive loop.","The response asserts Brugada syndrome (a 'short QT variant'), contradicting the reference answer of congenital LQT2 supported by QTc 647 ms and a loss-of-function KCNH2 mutation. The answer is also degraded by extreme repetitive text.",The response is clearly wrong relative to the reference; no ambiguity requires human review.,material_unsupported,material_unsupported,True,True
B01986,google/gemma-3-12b-it,NF4,clinical_astra_b04_012,with_rag,fd54561481f0f9368dc44533271e4b8efcd8eec723fd63350291b998fec307ac,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response directly and accurately identifies the symptom as cataplexy, consistent with the reference.","Response directly identifies cataplexy and correctly explains fluoxetine withdrawal unmasking it, matching the reference and acceptable answer.",,supported,supported,True,True
B01987,microsoft/phi-4,BF16,clinical_astra_b01_007,no_rag,dc43f37242c8850dd76f2ad2fcccd82becfaaa7c2acbb94a9c7b1436592985a8,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,incorrect,incorrect,"The response incorrectly identifies the diagnosis as narcolepsy type 2 instead of idiopathic hypersomnia; diagnosis of narcolepsy type 2 strictly requires at least two SOREMPs (or one on MSLT plus one on preceding PSG), whereas this patient had none.","The answer asserts narcolepsy type 2, which contradicts the reference diagnosis of idiopathic hypersomnia; the long unrefreshing sleep, difficult awakening, and MSLT without SOREMPs support IH over narcolepsy.",The response conflicts with a clear reference-supported answer; no ambiguity requiring review.,material_unsupported,minor_unsupported,True,True
B01988,google/gemma-4-12B-it,BF16,clinical_astra_b06_010,no_rag,3e1e3797a98227079a9b9c9d12ce5b37296ba79837e18e133440064021dd7cc2,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,The response accurately identifies Kleine-Levin Syndrome based on the classic presentation described.,"The response correctly identifies Kleine-Levin syndrome, matching the candidate reference and case features (recurrent hypersomnia, hyperphagia, behavioral change, normal inter-episode function).",,supported,supported,True,True
B01989,google/gemma-4-12B-it,NF4,clinical_astra_b06_013,no_rag,d276c2f8564f111fae549492e7377121c9fde3d5a3317c3269643a225aaf24d9,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,"The response accurately identifies Non-24-hour sleep-wake rhythm disorder, perfectly matching the candidate reference.","The response directly identifies Non-24-hour sleep-wake rhythm disorder, matching the reference, and correctly links the free-running cycle and failed melatonin entrainment to the drifting schedule.",,supported,supported,True,True
B01990,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b06_013,with_rag,a0f1c9655f8b3d6e36d3405b6f37f67c78919f201c0e022e2ee63d47310059ca,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,incorrect,incorrect,"The response incorrectly identifies Shift Work Disorder instead of Non-24-hour sleep-wake rhythm disorder, which is defined by a free-running sleep schedule and lack of circadian entrainment.","The free-running cycle confirmed by actigraphy with absent melatonin rhythm indicates failure of circadian entrainment, consistent with non-24-hour sleep-wake rhythm disorder, not shift work disorder; the response names the wrong diagnosis and fabricates unsupported rationale (e.g., invented work schedule, 'sleep-wake homeostasis' reasoning).",Reference and question are clear; the answer is simply incorrect.,material_unsupported,material_unsupported,True,True
B01991,google/gemma-3-27b-it,NF4,clinical_astra_b01_012,with_rag,5f6ff838a512702ee9503bd397c027822593b695bd6418f464b3c24b865e0792,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies chronic insomnia disorder as the central clinical problem, matching the reference standard.","The response directly identifies chronic insomnia disorder, matching the reference, with an explanation consistent with the case (six months of onset/maintenance difficulty, excluded PSG disorders, psychological perpetuation).","The answer matches the acceptable reference; the only unsupported element is a minor claim about absent daytime sleepiness/snoring, which is not stated in the case and does not change the diagnosis.",supported,minor_unsupported,True,True
B01992,meta-llama/Llama-3.1-8B-Instruct,NF4,clinical_astra_b04_014,no_rag,f7422ffa674f21c65cf5fd65db39062d0a190aee9ad6177f098fa8b18e6c94ec,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,partial,The response identifies Nocturnal Hypermotor Epilepsy (an accepted synonym/variation of Sleep-related hypermotor epilepsy) as the favored disorder.,"The response gestures at the right concept (brief, stereotyped nocturnal hypermotor seizure disorder) and Nocturnal Paroxysmal Dystonia is a historical term for SHE, but it equivocates and invents nonstandard labels ('Nocturnal Hypermotor Epilepsy (NHE)', 'Nocturnal Paroxysmal Dyskinesia') rather than naming sleep-related hypermotor epilepsy, so no clear accepted answer is given.","The intended answer is inferable from the explanation, but the invented terminology prevents full credit; no safety or reference-resolution concern.",supported,minor_unsupported,True,False
B01993,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b06_010,with_rag,28feca1b7d3761b587639b9a9b5f4442fd119c8e6b1aef0daec28ea4e97fcb43,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,The response correctly identifies Kleine-Levin syndrome as the most likely diagnosis.,"Response names Kleine-Levin syndrome, matching the reference and the classic presentation (recurrent hypersomnia with behavioral changes and normal interictal function).",Answer is fully consistent with reference and case vignette; no safety or ambiguity concerns.,supported,supported,True,True
B01994,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b04_013,with_rag,ed17f122896dbf01f193e0bb0dabc1438178ad17cccabea4fd0f94862b5cca02,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response accurately identifies 'sleep inertia' as the term describing difficulty becoming fully alert after awakening, matching the candidate reference.","The response directly names sleep inertia, matching the reference target; 'severe' is a degree qualifier not essential to the term being asked.",,supported,supported,True,True
B01995,google/gemma-3-27b-it,BF16,clinical_astra_b06_019,no_rag,3a5420d7133a19bc92e2b0ca501e5293b5df379ca2be9c9ab2d7c6468c3cee10,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,suspected_diagnosis,correct,transport_failure_not_assessed,"The response correctly identifies malignancy/tumor causing airway obstruction as the underlying cause, consistent with the reference.",,,supported,not_assessable,False,False
B01996,Qwen/Qwen3.8-27B,BF16,clinical_astra_b04_001,no_rag,8e73a9a8fa89a6399a419f9400dc3c392e40d137c75e87bd6858c9bb530163e9,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,The response accurately identifies obstructive sleep apnea and explicitly specifies it as moderate obstructive sleep apnea based on the AHI of 26/hour.,"The response correctly identifies moderate obstructive sleep apnea, consistent with AHI 26 and the reference, and appropriately notes lean build and lack of sleepiness do not exclude OSA.",,supported,supported,True,True
B01997,google/gemma-4-12B-it,BF16,clinical_astra_b02_013,with_rag,c852369094a4a58475e52678bd3e38ba3f2dec4f75f71fc04efe783d731f599a,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,"The response accurately identifies sleep-related rhythmic movement disorder, matching the reference standard and acceptable answers.","The response directly identifies sleep-related rhythmic movement disorder, matching the reference, with a brief accurate explanation tied to the case vignette.",,supported,supported,True,True
B01998,google/gemma-3-12b-it,NF4,clinical_astra_b03_012,no_rag,2f394b953d226f8835a8886d8e4935849c10c882c49ffb35ca78c788775b3f89,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response identifies night terrors, which is an exact synonym for sleep terrors.","The response answers 'Night terrors,' which is synonymous with sleep terrors, and correctly maps the key features (screaming, diaphoresis, resistance to comfort, amnesia, fever, genetic predisposition) to the diagnosis.",The answer is unambiguous and consistent with the reference; no safety or reference concerns identified.,supported,supported,True,True
B01999,microsoft/phi-4,NF4,clinical_astra_b05_009,no_rag,2e4f8bd1baf1eaa66a8c68fd029eeca1c8eb1dcad9761653ed0f80f5bf5d709d,Sleep Medicine Pearls (Pearls Series).pdf,clinical_interpretation,correct,correct,"The response accurately explains that the preceding night's PSG REM latency counts as a SOREMP, allowing it to serve as one of the two required SOREMPs alongside the MSLT SOREMP.","The response states the preceding night's early REM onset counts as a SOREMP, so one MSLT SOREMP plus the PSG SOREMP meets the two-SOREMP criterion, matching the reference.",The answer aligns with the reference; minor definitional detail (15 minutes) is a reasonable paraphrase of REM-onset criteria and not an invented case fact.,supported,supported,True,True
B02000,google/gemma-3-12b-it,NF4,clinical_astra_b02_006,with_rag,030590347361c680c8e38a28d52f3da07df54e31266424ad2bf6705b6617dd1d,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,incorrect,ungradable,The response identifies the phenomenon as propriospinal myoclonus at sleep onset instead of intensified hypnic jerks (sleep starts).,"The response proposes propospinal myoclonus at sleep onset, which is a clinically plausible alternative to the candidate key 'intensified hypnic jerks'; without physician validation, the conflict between two plausible sleep-transition myoclonus phenomena cannot be resolved.","A plausible alternative diagnosis (PSM) directly conflicts with the candidate key, requiring human adjudication; the response also attributes unverifiable text features to the source.",material_unsupported,minor_unsupported,False,False
B02001,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b05_009,no_rag,641a8fe213243e0b4d7382bc0f0d9f276f9086d0aae2243210cfc3d8b3a3a157,Sleep Medicine Pearls (Pearls Series).pdf,clinical_interpretation,incorrect,incorrect,"The response incorrectly states that the early REM onset should be counted as 5 minutes, failing to recognize that the PSG SOREMP counts as one of the required SOREMPs for the diagnosis of narcolepsy.","The response fails to state that a nocturnal PSG SOREMP may count as one of the two required SOREMPs, and instead invents a '5 minutes' counting rule unrelated to the diagnostic criteria. It also misinterprets REM latency as a quantity to be 'counted as 5 minutes'.","The reference clearly resolves the correct interpretation; the response is simply wrong, not ungradable.",material_unsupported,material_unsupported,True,True
B02002,google/gemma-3-12b-it,NF4,clinical_astra_b06_001,with_rag,9e662f137d0b33c1290499d2f442765e44a8298334733c482bda774bb81e07b9,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,incorrect,invalid_judge_output,"The response identifies sleep-related hyperkinetic movement disorder (SHE, which typically denotes sleep-related hypermotor epilepsy) instead of paroxysmal hypnogenic dyskinesia, which is the favored paroxysmal movement disorder associated with PRRT2 mutations.",,,material_unsupported,not_assessable,False,False
B02003,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b01_017,no_rag,f048dee037a541bf9e4ecfaa1d69b58e4cc72d2e402b2f5338b21e2abe667d74,A Clinical Casebook of Sleep Disorders in Women.pdf,suspected_diagnosis,correct,correct,"The response identifies sleep apnea and describes upper airway obstruction, which aligns with obstructive sleep apnea.","Response identifies sleep apnea (OSA), matching the reference; supporting risk features are consistent with the case.",,supported,supported,True,True
B02004,XHToken/Spark-X2.5-4B,BF16,clinical_astra_b06_008,with_rag,2bc7a14be1907458d4693651b14fe0449ace02679d47f2698c42d46d596ded98,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,suspected_diagnosis,correct,correct,The response correctly identifies sleep-related hypoventilation due to neuromuscular respiratory muscle weakness as the complication requiring surveillance.,"The response identifies sleep-related hypoventilation due to neuromuscular respiratory weakness in Pompe disease, matching the reference, and correctly notes the low AHI and non-diagnostic CO2 while advocating surveillance.",,supported,supported,True,True
B02005,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b03_009,no_rag,0552b6abb79387ee34ba8198f8aaa0f7b715e3e2f7c03d64585bfd7c1b6ee2f4,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,incorrect,incorrect,The response identifies 'sleep misperception' (paradoxical insomnia/subjective-objective sleep discrepancy) rather than the belief that sleep is impossible without sleep medication/hypnotics.,"The response identifies 'sleep misperception,' but the source identifies the barrier as the firmly held belief that sleep is impossible without a hypnotic (low sleep self-efficacy/medication expectation). Sleep misperception (overestimating wakefulness) is a different cognitive factor and does not answer the question.","The reference clearly identifies the medication-belief barrier, so the mismatch can be resolved without human review; no unsafe content present.",material_unsupported,material_unsupported,True,True
B02006,XHToken/Spark-X2.5-4B,BF16,clinical_astra_b03_011,no_rag,12c62c958b5086f6de537f36ed09fa765a40e8e3f34b825e90281490c850930e,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,The response accurately identifies impaired iron absorption resulting from bariatric surgical changes (such as bypass/loss of duodenal absorptive capacity and reduced gastric acid).,"Response identifies impaired gastrointestinal iron absorption after bariatric surgery (gastric bypass with loss of acid/mucosal surface), matching the reference answer and qualifiers.","Answer aligns with the candidate reference; the brief mechanism explanation is a supported general medical fact, not an invented patient finding.",supported,supported,True,True
B02007,google/gemma-3-12b-it,NF4,clinical_astra_b04_007,with_rag,45167673506b71691ee5df04d25125e53ff9dcbc772ec9f89fff61c341610d4b,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,"The response accurately identifies central sleep apnea with Cheyne-Stokes breathing, matching the reference and clinical description.","The response directly states central sleep apnea with Cheyne-Stokes breathing, matching the reference and the described absent effort with crescendo-decrescendo pattern.",,supported,supported,True,True
B02010,google/gemma-3-12b-it,BF16,clinical_astra_b01_017,no_rag,82467c8009397c186246bc7854bd577fec49a2a589002ee358a2029dba400f88,A Clinical Casebook of Sleep Disorders in Women.pdf,suspected_diagnosis,correct,correct,"The response accurately identifies obstructive sleep apnea as the sleep disorder to be investigated, matching the candidate reference.","The response directly identifies obstructive sleep apnea, matching the reference and acceptable answers, with an explanation consistent with the presented risk features.",,supported,supported,True,True
B02011,XHToken/Spark-X2.5-4B,BF16,clinical_astra_b01_004,with_rag,375313961b07360d338003feed73e69c6781d4ef05b4576f55f05444151fee07,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies sleep fragmentation due to infant caregiving and resulting postpartum sleep deprivation, matching the candidate reference.","The response directly identifies postpartum sleep fragmentation from infant caregiving causing sleep deprivation, matching the reference and acceptable answer without conflicting alternatives.",,supported,supported,True,True
B02012,google/gemma-3-12b-it,BF16,clinical_astra_b02_019,with_rag,7ce219c046499a35e814a96b8a8b27c5ffc61aae20a93fe64811a63d0737ec68,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,partial,incorrect,"The response identifies the event as an intrusion of a dream-like state into wakefulness, but misses the established clinical term (sleep-related hallucination or hypnagogic/hypnopompic hallucination).","The response names 'lucid intrusion,' which is not equivalent to the reference answer of a sleep-related (hypnagogic) hallucination occurring during REM intrusion in narcolepsy; the depicted out-of-body floating percept is such a hallucination.","The reference provides a clear alternative to resolve the mismatch, so the item is gradable despite the nonstandard coined term.",supported,minor_unsupported,True,False
